timeStamp,elapsed,label,success,bytes,sentBytes,grpThreads,allThreads,Latency
1650368482024,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482025,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482027,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482034,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482036,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482037,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482044,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482046,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482047,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482054,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482056,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482058,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482064,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482066,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482068,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482074,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482076,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482078,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482083,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482085,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482087,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482094,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482095,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482097,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482104,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482105,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482107,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482114,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482115,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482117,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482124,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482125,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482127,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482134,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482135,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482137,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482144,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482145,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482147,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482154,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482155,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482157,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482164,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482166,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482167,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482174,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482176,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482177,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482184,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482186,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482187,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482193,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482195,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482196,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482203,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482205,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482206,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482213,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482215,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482216,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482224,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482225,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482226,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482234,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482235,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482237,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482244,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482245,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482246,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482254,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482255,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482256,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482264,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482265,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482266,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482274,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482275,1,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,1
1650368482276,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482284,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482285,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482287,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482294,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482295,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482297,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482304,1,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,1
1650368482305,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482307,1,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,1
1650368482314,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482316,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482320,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482324,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482327,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482330,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482334,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482337,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482340,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482344,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482347,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482350,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482354,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482357,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482360,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482364,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482367,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482370,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482374,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482377,4,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,4
1650368482381,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482384,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482387,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482390,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482394,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482397,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482400,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482404,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482407,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482410,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482415,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482417,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482420,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482425,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482428,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482431,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,2,2,2
1650368482434,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482437,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482440,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482444,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482447,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482450,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482454,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482457,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482460,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482464,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482467,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482470,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482474,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482477,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482480,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482484,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482487,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482490,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482494,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482497,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482500,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482504,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482507,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482510,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482514,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482517,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482520,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482525,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482527,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482530,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482535,2,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,2
1650368482537,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482540,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,2,2,3
1650368482544,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482547,3,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,3
1650368482550,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,3
1650368482554,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482557,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482560,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482564,3,[USER] DELETE USER [ITERATE 1000],true,154,183,1,1,3
1650368482567,2,[PET] DELETE PET [ITERATE 1000],true,159,182,1,1,2
1650368482570,2,[STORE] DELETE ORDER [ITERATE 1000],true,159,190,1,1,2
1650368482574,3,[USER] DELETE USER [ITERATE 1000],true,155,184,1,1,3
1650368482577,3,[PET] DELETE PET [ITERATE 1000],true,159,183,1,1,3
1650368482580,3,[STORE] DELETE ORDER [ITERATE 1000],true,159,191,1,1,3
